customer_id,new_address,postcode,state,property_valuation,transaction_id,product_id
827,35796 Buhler Plaza,3108,Victoria,10,526,20
1499,306 Longview Street,2145,NSW,7,527,14
2233,39632 Michigan Park,4165,QLD,5,528,42
103,1038 Hayes Point,2021,NSW,7,529,6
1202,46 Eastlawn Lane,2218,NSW,11,530,62
1494,12 Monument Alley,3124,Victoria,12,531,22
1559,64700 2nd Alley,2145,NSW,7,532,77
3381,999 Huxley Hill,2190,NSW,10,533,57
1517,311 Emmet Point,4211,QLD,7,534,14
776,00 Jana Hill,3170,Victoria,9,535,30
1018,7671 Oak Valley Junction,2170,NSW,9,536,36
3280,8304 Derek Park,3130,Victoria,10,537,4
1042,8635 Cody Crossing,2337,NSW,6,538,74
1312,20 Debs Road,2307,NSW,4,539,38
682,858 Independence Terrace,2121,NSW,10,540,40
1499,142 Cambridge Place,2761,NSW,8,541,80
1555,20198 Hansons Plaza,2340,NSW,2,542,96
246,4678 Elka Crossing,2745,NSW,9,543,45
2734,5 Farmco Junction,4127,QLD,7,544,0
2336,2 East Circle,2716,NSW,1,545,45
2391,1949 Pepper Wood Pass,3168,Victoria,6,546,73
2139,7901 Park Meadow Plaza,3076,Victoria,7,547,94
867,58 Maywood Place,2750,NSW,9,548,89
543,532 Bartillon Circle,2166,NSW,7,549,1
2839,32 Kenwood Circle,2031,NSW,9,550,77
3382,67 8th Terrace,3564,Victoria,4,551,0
333,6008 Anthes Pass,2478,NSW,8,552,21
2826,956 Mccormick Place,4127,QLD,2,553,96
1707,6 Eggendart Circle,3016,Victoria,7,554,12
1198,1 Service Alley,2116,NSW,10,555,90
359,62117 Trailsway Place,3356,Victoria,1,556,91
170,4 Graedel Parkway,2560,NSW,8,557,54
3481,311 Chive Way,4680,QLD,3,558,0
3104,9161 Hoepker Street,4740,QLD,5,559,20
695,19 Lakewood Gardens Way,2760,NSW,9,560,7
2298,5861 Browning Park,2065,NSW,8,561,65
753,396 Butternut Point,2230,NSW,12,562,53
3071,4 Hansons Street,2087,NSW,11,563,97
1913,8601 Cardinal Court,4505,QLD,8,564,45
2633,35631 Colorado Crossing,2630,NSW,2,565,65
178,446 Dottie Court,2225,NSW,10,566,90
252,37 Ilene Hill,3121,Victoria,10,567,12
1032,909 Browning Crossing,3013,Victoria,10,568,10
1094,8498 Hoepker Circle,3136,Victoria,8,569,76
1396,7 Claremont Court,2111,NSW,12,570,68
1186,64 Hayes Circle,2209,NSW,11,571,2
2770,44 Bunting Parkway,2106,NSW,10,572,4
2271,8 Pawling Alley,3930,Victoria,8,573,89
2518,4 Carioca Way,3182,Victoria,10,574,89
3197,4559 Stoughton Lane,2097,NSW,10,575,18
2538,7046 Surrey Road,2287,NSW,7,576,66
149,58821 Warbler Crossing,2291,NSW,9,577,1
1579,95 Delladonna Plaza,2283,NSW,4,578,63
1979,8 Sommers Circle,2305,NSW,7,579,51
1447,3 Lunder Place,2300,NSW,10,580,66
2618,93098 Loftsgordon Pass,4179,QLD,4,581,52
1224,61493 Manufacturers Junction,2539,NSW,9,582,9
3053,1192 Declaration Hill,3207,Victoria,8,583,0
1019,62 Cherokee Terrace,2630,NSW,1,584,43
1677,1736 Saint Paul Way,2154,NSW,11,585,56
1047,9816 Carberry Trail,2036,NSW,11,586,95
1320,36912 Gina Pass,2133,NSW,11,587,82
823,86857 Hoepker Lane,4300,QLD,8,588,44
854,8435 Arkansas Terrace,2340,NSW,4,589,7
1141,25 Novick Center,2010,NSW,9,590,0
1574,278 Elka Place,4305,QLD,4,591,87
132,67 Cottonwood Park,4340,QLD,2,592,31
1399,60010 Knutson Road,3137,Victoria,7,593,20
2118,945 Hayes Park,2075,NSW,12,594,2
825,86 Huxley Parkway,3068,Victoria,8,595,84
1691, Rigney Way,2148,NSW,8,596,86
345,71 Meadow Ridge Parkway,2539,NSW,11,597,12
1665,506 Iowa Center,4580,QLD,3,598,15
1059,846 Clove Junction,4300,QLD,5,599,45
964,7 Pepper Wood Way,2750,NSW,8,600,0
1466,425 Thierer Junction,2761,NSW,8,601,76
3477,876 Ridgeview Circle,2566,NSW,8,602,89
3318,0164 Canary Drive,2041,NSW,11,603,52
2490,61 Talmadge Lane,4504,QLD,6,604,96
3023,55 Birchwood Alley,2176,NSW,9,605,0
2878,3785 Dapin Drive,2036,NSW,6,606,70
2754,83 Ryan Hill,4551,QLD,8,607,48
266,679 Huxley Trail,2087,NSW,11,608,65
1409,2 Hoffman Way,2212,NSW,9,609,74
3482,786 Rowland Court,2035,NSW,11,610,85
368,375 Drewry Alley,4120,QLD,9,611,85
3275,608 Basil Alley,2306,NSW,4,612,2
904,9 Schmedeman Hill,4075,QLD,7,613,91
2536,95022 Roth Terrace,3975,Victoria,7,614,24
375,66897 Pawling Circle,2066,NSW,9,615,81
2694,1 Thackeray Crossing,4114,QLD,3,616,9
3285,363 Schiller Court,2763,NSW,7,617,12
3016,1923 Fisk Lane,4341,QLD,3,618,79
3493,4 Loeprich Avenue,4022,QLD,3,619,12
864,575 Prentice Road,2168,NSW,8,620,89
2510,8 Melrose Road,4116,QLD,7,621,62
3097,226 Rowland Street,4178,QLD,7,622,89
2156,6 Springs Junction,4123,QLD,5,623,94
1600,4744 Garrison Drive,4132,QLD,4,624,0
2033,64 Nelson Drive,4820,QLD,1,625,82
1999,87 Linden Park,2153,NSW,10,626,34
968,329 Glacier Hill Alley,3076,Victoria,8,627,90
2060,725 Cordelia Junction,3028,Victoria,8,628,3
2569,32 Cody Place,4035,QLD,8,629,100
2853,4 Namekagon Pass,2326,NSW,3,630,92
818,165 Petterle Place,2145,NSW,8,631,3
3164,8 Golf Drive,2747,NSW,9,632,62
2211,9427 Tennyson Plaza,2759,NSW,8,633,49
2069,8300 Vermont Center,3429,Victoria,6,634,83
2296,44 Upham Crossing,2148,NSW,7,635,41
2836,18 Forest Avenue,2204,NSW,9,636,35
524,49 Michigan Parkway,3337,Victoria,6,637,96
1436,831 Hayes Park,4218,QLD,8,638,95
482,491 Merry Crossing,3011,Victoria,4,639,21
760,598 Randy Way,2380,NSW,1,640,95
757,5873 Hagan Park,3015,Victoria,10,641,93
1570,3 Erie Hill,3564,Victoria,2,642,30
3245,678 Old Gate Pass,3171,Victoria,9,643,0
1841,9 Mayfield Road,4551,QLD,7,644,97
3039,41759 Crowley Circle,2560,NSW,8,645,99
2590,9892 Dennis Alley,2565,NSW,7,646,3
2175,58729 Moland Trail,2035,NSW,12,647,54
485,36360 Coleman Trail,3850,Victoria,3,648,84
606,67 Aberg Hill,2519,NSW,4,649,53
761,88 La Follette Way,2166,NSW,8,650,42
3154,2884 Welch Lane,3807,Victoria,8,651,64
1739,60 Meadow Vale Hill,3032,Victoria,5,652,4
2700,9912 Eagle Crest Lane,4800,QLD,7,653,26
1775,355 Thackeray Circle,3025,Victoria,9,654,56
46,56 Anniversary Avenue,2121,NSW,12,655,8
3470,14 Autumn Leaf Avenue,2570,NSW,10,656,26
3190,30274 Graedel Way,2577,NSW,7,657,22
3076,74013 Mesta Terrace,3084,Victoria,9,658,30
2240,15 Lindbergh Center,2199,NSW,9,659,0
2814,3 Corscot Hill,4870,QLD,5,660,87
29,77006 Nelson Point,4171,QLD,10,661,87
2072,25 Mesta Plaza,3975,Victoria,8,662,41
2486,1349 Namekagon Crossing,2134,NSW,12,663,71
2383,186 Shasta Avenue,2066,NSW,9,664,100
759,48 Warbler Road,4053,QLD,7,665,35
2777,756 Farragut Place,4740,QLD,2,666,62
3109,197 Mifflin Hill,2260,NSW,10,667,72
3190,618 Independence Pass,2800,NSW,1,668,69
3420,2836 Morning Drive,2304,NSW,7,669,68
112,8 Lawn Hill,3752,Victoria,7,670,5
2874,99 Cascade Crossing,2048,NSW,12,671,67
940,4 Sunfield Circle,2194,NSW,8,672,32
1952,5 Lyons Alley,2216,NSW,10,673,61
1618,96910 Sugar Point,4352,QLD,7,674,69
1817,558 Maple Court,2557,NSW,9,675,0
1665,9114 Union Center,2209,NSW,7,676,30
2609,76 Hanson Junction,2147,NSW,9,677,0
626,3 Sheridan Park,2548,NSW,8,678,61
693,40545 Forster Point,2262,NSW,7,679,74
2151,8425 Jackson Terrace,2763,NSW,9,680,32
3085,39035 Westerfield Plaza,2463,NSW,4,681,75
1747,8234 Riverside Park,2481,NSW,9,682,34
2095,4535 Daystar Parkway,2072,NSW,12,683,73
1289,95 Fallview Avenue,3155,Victoria,8,684,99
2347,75826 Bellgrove Trail,3095,Victoria,10,685,34
1762,64080 Susan Park,4207,QLD,7,686,54
1374,8179 Veith Pass,2577,NSW,7,687,66
836,5 Maple Parkway,2160,NSW,9,688,40
2310, Carey Drive,4110,QLD,4,689,88
1371,1 Moose Avenue,2017,NSW,8,690,15
1385,2 Bartelt Center,2745,NSW,8,691,8
2744,650 Sachs Circle,2769,NSW,10,692,36
2999,16420 Veith Crossing,4214,QLD,7,693,8
294,81310 Charing Cross Plaza,3805,Victoria,7,694,0
1282,37430 Merrick Center,2770,NSW,6,695,78
1400,6046 Sheridan Way,2322,NSW,3,696,64
2285,537 Packers Street,4562,QLD,5,697,29
623,6 Briar Crest Court,2117,NSW,12,698,88
1535,4 Lillian Plaza,2283,NSW,6,699,60
2153,70836 Colorado Plaza,2571,NSW,11,700,58
2477,15 Emmet Street,2233,NSW,10,701,51
2368,8 Dottie Court,3480,Victoria,1,702,54
211,520 Stephen Pass,3011,Victoria,9,703,24
1874,18939 Upham Hill,3551,Victoria,3,704,0
2243,4222 Porter Lane,3136,Victoria,9,705,50
1329,1721 Nobel Junction,2753,NSW,8,706,54
260,30550 Pierstorff Lane,3093,Victoria,7,707,86
2587,6 Morning Drive,2232,NSW,9,708,80
2606,646 Mariners Cove Place,3023,Victoria,6,709,41
437,51 Londonderry Trail,2153,NSW,10,710,5
1117,4086 Darwin Terrace,2176,NSW,9,711,35
2101,4033 Hermina Road,2304,NSW,7,712,82
2638,37 Banding Avenue,2567,NSW,9,713,47
2554,8080 Victoria Plaza,4217,QLD,11,714,0
3393,14254 Hallows Parkway,4615,QLD,1,715,65
1929,78 Glacier Hill Drive,2026,NSW,10,716,91
2167,6 Fulton Road,3174,Victoria,8,717,5
2618,76 Londonderry Park,2777,NSW,9,718,13
1753,68861 School Hill,2199,NSW,9,719,95
1480,9 Bartelt Lane,2190,NSW,8,720,0
364,29639 Porter Center,4221,QLD,8,721,5
633,5811 Moulton Drive,2766,NSW,8,722,27
1284,80027 Ryan Terrace,3551,Victoria,3,723,19
521,8 Kingsford Hill,3429,Victoria,6,724,53
2839,8044 Emmet Hill,3150,Victoria,9,725,29
352,2249 Havey Hill,3183,Victoria,10,726,71
3486,1855 Stang Terrace,2145,NSW,9,727,94
3048,2 Riverside Trail,2154,NSW,11,728,14
1791,98 Esker Junction,2192,NSW,10,729,52
1721,9984 Pankratz Road,2145,NSW,10,730,62
411,324 Mifflin Road,2290,NSW,7,731,0
1644,2726 Cardinal Way,3073,Victoria,5,732,35
679,3 Talisman Place,4811,QLD,2,733,50
2989,282 West Trail,4005,QLD,5,734,74
2485,8260 Jay Court,3191,Victoria,11,735,32
459,12 6th Hill,4810,QLD,2,736,55
669,297 Merchant Avenue,4121,QLD,9,737,42
2894,1 Monica Street,2100,NSW,9,738,26
2184,272 Pankratz Hill,2031,NSW,10,739,37
2908,2 North Crossing,3111,Victoria,11,740,3
1340,345 Dovetail Avenue,4305,QLD,5,741,56
2419,2826 Huxley Center,3137,Victoria,8,742,0
445,61043 Summer Ridge Junction,2229,NSW,11,743,28
463,56045 Express Avenue,2176,NSW,9,744,78
255,760 Forest Dale Place,3068,Victoria,12,745,69
1210,99 Wayridge Place,2263,NSW,8,746,98
3499,5 Dahle Trail,2117,NSW,10,747,32
2865,62215 Delaware Plaza,4118,QLD,3,748,80
2167,37 Dorton Street,2594,NSW,3,749,9
2195,0 Evergreen Center,3850,VIC,4,750,75
1754,80 Maple Avenue,2536,NSW,4,751,14
1881,43 Jana Way,3750,VIC,7,752,59
1216,195 Knutson Place,4019,QLD,8,753,22
1192,9 Melby Park,2197,NSW,10,754,85
229,4 Vahlen Junction,2227,NSW,10,755,53
2383,6330 Monica Way,2540,NSW,9,756,60
2488,7101 Gulseth Hill,2293,NSW,9,757,27
3278,983 2nd Road,2560,NSW,8,758,94
3435,8 Vidon Center,2143,NSW,5,759,94
1068,36 Helena Drive,4305,QLD,1,760,8
2428,20554 Orin Place,3630,VIC,1,761,4
2055,3903 Messerschmidt Park,2164,NSW,8,762,6
1084,64 Muir Lane,2148,NSW,8,763,44
3435,6495 Swallow Terrace,2759,NSW,9,764,69
57,33 Loftsgordon Center,2150,NSW,8,765,75
418,80 Scofield Alley,3121,VIC,10,766,93
2554,64 Milwaukee Pass,4350,QLD,4,767,31
2810,50851 Vahlen Avenue,2567,NSW,7,768,81
285,88 Bay Drive,4305,QLD,3,769,69
2414, Thompson Road,3183,VIC,8,770,4
1286,99 Elka Street,4350,QLD,4,771,95
1694,2699 Crest Line Way,4869,QLD,4,772,58
2265,6 Melody Trail,2145,NSW,9,773,39
3402,90 New Castle Trail,2137,NSW,9,774,12
94,2570 Wayridge Park,2093,NSW,9,775,31
2701,70 Old Gate Street,2354,NSW,3,776,64
3335,3 Magdeline Terrace,2190,NSW,10,777,35
1580,36744 Birchwood Center,4019,QLD,3,778,90
2832,68 Chinook Street,4814,QLD,2,779,2
1608, Valley Edge Plaza,3201,VIC,6,780,94
897,8 Starling Trail,2282,NSW,8,781,0
3220,3 Crest Line Plaza,2223,NSW,10,782,69
2453,601 Stephen Place,2292,NSW,7,783,0
2755,0 Mockingbird Junction,2141,NSW,9,784,81
3094,37817 Burning Wood Circle,2126,NSW,11,785,34
666,2353 Kropf Lane,3046,VIC,9,786,0
2981,79 Arkansas Drive,3008,VIC,10,787,67
1739,4085 Jackson Hill,2830,NSW,7,788,89
1877,57 Gulseth Terrace,2099,NSW,10,789,69
2346,52737 Morningstar Crossing,2250,NSW,3,790,18
1147,866 Rockefeller Junction,2171,NSW,9,791,64
3061,414 Kensington Lane,3076,VIC,8,792,80
283,81 Holy Cross Alley,2077,NSW,8,793,3
1030,1 Loomis Parkway,3156,VIC,9,794,71
2035,572 Brown Circle,2756,NSW,8,795,5
1411,92344 Oakridge Drive,4873,QLD,4,796,71
269,1626 Dawn Street,4514,QLD,3,797,30
729,845 Talisman Pass,4210,QLD,7,798,3
2508,1899 Manley Court,4551,QLD,7,799,3
1200,15067 Commercial Pass,4006,QLD,7,800,87
1432,80932 5th Street,2754,NSW,8,801,21
772,18 Erie Point,2767,NSW,9,802,36
398,40402 Moulton Park,2282,NSW,8,803,67
475,246 Norway Maple Trail,3810,VIC,2,804,12
1753,2 Autumn Leaf Plaza,2137,NSW,8,805,34
3028,808 Starling Place,2173,NSW,9,806,82
3284,5409 Mandrake Circle,2152,NSW,10,807,12
2158,786 Bonner Drive,2340,NSW,4,808,99
357,7175 Orin Junction,2088,NSW,12,809,41
1016,8208 Lotheville Street,3805,VIC,8,810,47
700,25689 Eastlawn Crossing,2067,NSW,11,811,19
2153,44 Lakewood Gardens Pass,2122,NSW,10,812,42
673,87 Twin Pines Plaza,3976,VIC,5,813,76
928,65 Sachtjen Park,2067,NSW,11,814,0
3421,84 Loomis Pass,2000,NSW,12,815,22
892,58047 Westport Road,2040,NSW,12,816,95
2672,59000 American Center,2530,NSW,8,817,18
2989,659 Scofield Street,3175,VIC,5,818,98
2306,388 Weeping Birch Plaza,2156,NSW,11,819,38
3467,9413 Holmberg Terrace,4127,QLD,3,820,32
3091,8640 Village Junction,2066,NSW,12,821,2
995,177 Sheridan Trail,2759,NSW,8,822,45
56,1 Oriole Alley,4171,QLD,11,823,51
3256,8925 Ryan Trail,2073,NSW,11,824,75
513,77 Nova Junction,3218,VIC,8,825,30
1307,43 Esker Pass,2228,NSW,8,826,2
532,205 Melody Circle,4207,QLD,4,827,27
1331,44997 Anniversary Way,4114,QLD,3,828,36
1060,4444 Bunting Point,2430,NSW,7,829,1
2509,3 Washington Plaza,3199,VIC,7,830,82
2524,285 Aberg Point,2192,NSW,10,831,23
98,4 Sachtjen Avenue,4210,QLD,10,832,16
3175,55 Dakota Pass,2290,NSW,8,833,44
1893,6 Green Ridge Circle,4350,QLD,3,834,88
1477,6841 Dawn Drive,2880,NSW,1,835,18
40,74251 Golden Leaf Lane,4413,QLD,3,836,46
1791,2 Dwight Street,3187,VIC,11,837,76
2288,511 Gulseth Plaza,3028,VIC,6,838,85
1779,71801 Grover Point,2166,NSW,10,839,54
3263,69 Hovde Plaza,2680,NSW,5,840,30
955,3387 Warrior Court,2527,NSW,7,841,45
294,7837 Derek Street,2147,NSW,9,842,0
2783,0 Algoma Crossing,2141,NSW,7,843,21
3412,341 Londonderry Point,4215,QLD,7,844,40
1003,2661 Di Loreto Point,4701,QLD,7,845,81
1051,36 Kedzie Terrace,2163,NSW,9,846,95
183,615 Spenser Drive,4220,QLD,10,847,54
959,641 Waywood Lane,2336,NSW,7,848,38
27,49 Buhler Plaza,2650,NSW,2,849,57
2207,56 Graceland Alley,3031,VIC,7,850,93
3086,3 Magdeline Way,4415,QLD,2,851,0
637,94 Anhalt Way,3139,VIC,7,852,4
1190,18 Parkside Plaza,4122,QLD,4,853,56
2177,681 Transport Pass,4055,QLD,7,854,32
1671,6 Harper Lane,2150,NSW,10,855,2
2247,59041 Independence Point,4020,QLD,9,856,0
2344,55 Hovde Parkway,3975,VIC,8,857,32
2440,36903 Reinke Trail,3147,VIC,10,858,81
967,938 Nova Junction,3623,VIC,1,859,40
467,48 Bobwhite Crossing,4122,QLD,8,860,78
2628,7391 Ruskin Parkway,4356,QLD,5,861,16
71,677 Butternut Crossing,2216,NSW,7,862,92
2412,8360 Washington Avenue,3124,VIC,12,863,100
565,519 Maywood Pass,2768,NSW,10,864,95
1211,6712 Nova Crossing,2065,NSW,10,865,56
79,383 Rockefeller Junction,2753,NSW,9,866,87
1731,71039 Packers Street,2034,NSW,10,867,45
2685,5 Hauk Lane,2650,NSW,3,868,88
3187,2377 Maywood Trail,2287,NSW,7,869,98
3078,2 School Street,2010,NSW,10,870,19
3488,9254 Straubel Street,3034,VIC,9,871,38
1970,3 Glacier Hill Parkway,2196,NSW,10,872,68
3180,29 Springview Place,2177,NSW,8,873,78
2054,1 Springview Place,4800,QLD,5,874,73
178,60 Meadow Valley Avenue,2219,NSW,10,875,86
2341,42 Thompson Hill,2234,NSW,10,876,40
1082,2 Pankratz Street,4812,QLD,5,877,7
1980,65345 Marcy Crossing,2065,NSW,12,878,1
2101,77 Pawling Pass,2537,NSW,3,879,3
1512,6419 Dayton Junction,3191,VIC,10,880,45
1770,5 Hauk Way,4870,QLD,8,881,43
1537,923 Westerfield Junction,2065,NSW,10,882,66
247,707 Spaight Place,2830,NSW,4,883,38
257,89 Monument Place,4720,QLD,1,884,51
482,583 Coleman Parkway,4213,QLD,9,885,36
1298,376 Buena Vista Street,2026,NSW,11,886,8
2448,91457 Anderson Avenue,3124,VIC,12,887,41
461,39 Ronald Regan Alley,3765,VIC,8,888,55
3326,1 5th Parkway,2148,NSW,8,889,87
2140,7 Meadow Ridge Center,2165,NSW,9,890,100
943,41821 Sheridan Center,2756,NSW,9,891,40
2384,7 Reindahl Center,2767,NSW,8,892,0
1978,6382 Bayside Street,2153,NSW,10,893,66
2997,850 Manitowish Avenue,2148,NSW,8,894,6
2025,88 Comanche Point,2486,NSW,7,895,39
43,13845 Hayes Center,3228,VIC,8,896,53
1935,88022 South Road,4511,QLD,5,897,46
1710,9 Northridge Lane,2340,NSW,3,898,0
1513,95530 Hallows Circle,4110,QLD,5,899,96
2567,97 Karstens Place,4226,QLD,7,900,77
3433,237 Summit Pass,4506,QLD,3,901,59
6,1 Cottonwood Street,3150,VIC,9,902,0
2688,8642 Forest Run Avenue,2026,NSW,9,903,81
3195,352 Bonner Crossing,3084,VIC,8,904,67
405,52726 High Crossing Junction,3802,VIC,7,905,2
1060,60086 Summit Lane,2116,NSW,10,906,60
2684,5 Farmco Way,2747,NSW,8,907,5
1853,33 Kropf Hill,2211,NSW,10,908,93
399,2 Derek Pass,2222,NSW,7,909,27
3285,87140 Mandrake Lane,3124,VIC,8,910,84
2473,69278 High Crossing Place,2795,NSW,5,911,36
3044,42 Cordelia Park,2567,NSW,8,912,89
367,50 2nd Center,3188,VIC,9,913,93
2537,8 Colorado Circle,3730,VIC,4,914,85
2756,55 Daystar Court,2234,NSW,10,915,39
1368,21 Dwight Crossing,2062,NSW,10,916,76
224,3828 Norway Maple Avenue,2027,NSW,11,917,53
2281,3044 Summer Ridge Center,3060,VIC,8,918,35
1405,43455 Carey Center,4131,QLD,4,919,86
2309,57953 Drewry Street,2518,NSW,10,920,78
2734,3 Luster Junction,2323,NSW,4,921,53
1527,9987 Stuart Alley,2766,NSW,8,922,9
1181,2309 Gulseth Way,3199,VIC,8,923,69
295,730 Dixon Place,3158,VIC,8,924,2
1186,10421 Cordelia Parkway,3188,VIC,12,925,86
949,35454 Welch Hill,2477,NSW,6,926,23
2378,3403 Spenser Terrace,3143,VIC,8,927,63
1363,6 Oneill Parkway,2770,NSW,7,928,80
2599,243 Ridge Oak Center,2195,NSW,9,929,24
907,4 Eastlawn Crossing,2036,NSW,12,930,0
1857,33 Farwell Crossing,2575,NSW,10,931,4
2494,5 Reindahl Point,3400,VIC,2,932,50
508,8882 Valley Edge Junction,2145,NSW,8,933,79
2475,633 Cordelia Alley,3037,VIC,7,934,78
69,32 Dennis Hill,2233,NSW,9,935,78
2545,54905 Anniversary Pass,4570,QLD,2,936,2
1714,5 Gale Street,4507,QLD,8,937,35
1478,5413 Burning Wood Plaza,4220,QLD,8,938,56
534,6183 Morrow Court,2113,NSW,11,939,67
3197,9 Colorado Trail,3799,VIC,3,940,97
1072,627 Ronald Regan Alley,4505,QLD,6,941,52
2505,93446 Eagle Crest Plaza,2229,NSW,10,942,11
2954,9 Clyde Gallagher Plaza,3021,VIC,7,943,48
1278,56709 Petterle Street,2443,NSW,6,944,42
3047,221 Coolidge Parkway,2010,NSW,9,945,83
2097,33564 Jana Court,4218,QLD,5,946,78
729,7 Starling Crossing,2570,NSW,9,947,38
1601,283 Ryan Street,3752,VIC,7,948,97
1724,97 Aberg Pass,4720,QLD,1,949,50
175, Menomonie Avenue,3177,VIC,6,950,21
451,20 Carpenter Parkway,2192,NSW,9,951,88
2972,14796 Ramsey Street,2069,NSW,12,952,0
2481,1346 Forest Dale Point,3111,VIC,10,953,49
273,217 Meadow Vale Point,2023,NSW,12,954,39
1650,341 Saint Paul Lane,2033,NSW,9,955,76
152,7823 Village Green Park,3030,VIC,8,956,40
2118,382 Dayton Lane,2148,NSW,8,957,12
233,4 Kennedy Trail,3147,VIC,8,958,15
2758,4364 Gale Park,2196,NSW,10,959,9
802,2379 Dorton Pass,2089,NSW,12,960,65
2924,5 Hintze Hill,2641,NSW,1,961,40
3182,58 High Crossing Place,4212,QLD,10,962,21
43,1 Ridgeway Court,3241,VIC,5,963,52
2142,0 Park Meadow Terrace,2450,NSW,6,964,55
82,29419 Harper Circle,4209,QLD,5,965,50
636,1601 Judy Drive,2026,NSW,10,966,41
1000,7628 Larry Trail,3428,VIC,7,967,45
1138,04 Lawn Trail,4227,QLD,5,968,36
2979,42 Dahle Parkway,3806,VIC,7,969,97
815,1472 Meadow Vale Lane,4034,QLD,7,970,17
3273,95 Old Gate Junction,2760,NSW,8,971,23
316,55 Fairfield Court,3175,VIC,8,972,5
501,92 Bunker Hill Trail,2558,NSW,7,973,82
2860,1 Boyd Junction,2460,NSW,1,974,39
1904,938 Monica Park,3173,VIC,9,975,0
1589,26204 Monument Alley,2289,NSW,8,976,63
1946,36 Grayhawk Plaza,2031,NSW,9,977,52
2210,8276 Hudson Trail,2250,NSW,6,978,0
2712,3638 Starling Alley,2027,NSW,11,979,18
3314,7380 Canary Pass,3111,VIC,7,980,56
2195,9 Debs Trail,4500,QLD,4,981,10
147,82 Shasta Drive,4825,QLD,3,982,3
729,9 Goodland Center,4213,QLD,9,983,21
2403,4 Amoth Trail,4161,QLD,6,984,98
2336,730 Butternut Trail,4018,QLD,4,985,55
860,21780 Service Park,2560,NSW,7,986,64
2627,0745 Huxley Center,3757,VIC,9,987,37
1193,45 Hazelcrest Junction,3073,VIC,9,988,28
499,84019 Porter Trail,2871,NSW,3,989,64
1015,64211 Laurel Alley,3141,VIC,10,990,43
2957,31369 Meadow Valley Road,4034,QLD,5,991,89
2001,8298 Texas Alley,2194,NSW,10,992,1
662,1 Continental Center,2146,NSW,9,993,15
640,465 Melrose Alley,2768,NSW,9,994,53
1558,5357 Mcguire Plaza,3073,VIC,9,995,3
2572,4757 Texas Trail,3136,VIC,9,996,60
689,27 Sunfield Center,4869,QLD,3,997,59
1041,656 Bartelt Parkway,3127,VIC,12,998,11
2217,610 Lakewood Gardens Point,4078,QLD,7,999,74
2492,61 Lukken Plaza,3182,VIC,6,1000,79
452,67 Holmberg Way,2165,NSW,9,1001,33
906,3383 Fair Oaks Circle,3046,VIC,8,1002,52
841,2 Vermont Avenue,2066,NSW,12,1003,93
2254,486 Atwood Pass,2065,NSW,12,1004,0
2850,5 Loftsgordon Pass,4380,QLD,9,1005,10
495,570 Butternut Pass,2340,NSW,4,1006,24
1617,63 Grayhawk Pass,2769,NSW,9,1007,53
1639,44594 5th Street,4220,QLD,9,1008,80
2897,495 Elmside Drive,2179,NSW,8,1009,5
1731,9 Macpherson Avenue,2527,NSW,8,1010,84
2057,738 Division Street,3024,VIC,8,1011,88
1468,5 Sheridan Circle,3934,VIC,11,1012,55
233,42 Lunder Drive,2027,NSW,11,1013,64
50,3 Hayes Court,3109,VIC,10,1014,68
2369,711 Sachtjen Point,2540,NSW,8,1015,35
3093,16395 Nevada Lane,2145,NSW,10,1016,41
320,996 Cody Terrace,2761,NSW,8,1017,17
1910,80424 Corben Alley,2136,NSW,10,1018,43
99,37208 Golf View Terrace,2145,NSW,8,1019,88
1102,1128 Golden Leaf Center,3124,VIC,9,1020,4
482,4885 Stone Corner Alley,3046,VIC,8,1021,52
2401,66 Hudson Crossing,2153,NSW,10,1022,44
1395,5287 Wayridge Alley,2069,NSW,12,1023,23
437,15393 Cody Lane,2046,NSW,9,1024,25
2826,1 Mcbride Center,2484,NSW,6,1025,45
1184,4870 Shelley Alley,3225,VIC,7,1026,48
2032,65634 Del Mar Crossing,4053,QLD,7,1027,93
2349,8572 Melvin Drive,3145,VIC,11,1028,80
135,5549 Bay Point,4068,QLD,9,1029,17
2438,9 Forest Circle,2324,NSW,3,1030,49
160,6 Kedzie Hill,2214,NSW,9,1031,12
818,60601 Hoffman Court,2041,NSW,12,1032,11
934,1715 Scoville Drive,2031,NSW,11,1033,49
470,85 Laurel Trail,3809,VIC,6,1034,16
667,3082 Almo Center,2454,NSW,4,1035,0
419,27135 Melvin Plaza,4556,QLD,8,1036,7
2100,40 Kinsman Pass,2065,NSW,10,1037,81
2426,94 Green Road,2216,NSW,11,1038,88
34,91 Spohn Plaza,4573,QLD,7,1039,8
2384,5 Jana Drive,4570,QLD,1,1040,38
1607,201 Pepper Wood Avenue,2154,NSW,11,1041,30
2813,4408 Haas Way,2171,NSW,9,1042,17
2839,6 Pawling Trail,2871,NSW,7,1043,9
1839,31111 Hoepker Road,3034,VIC,9,1044,54
3324,79 Lighthouse Bay Lane,3082,VIC,8,1045,15
917,2354 Forster Road,2131,NSW,11,1046,67
1073,5271 Vernon Court,3207,VIC,10,1047,39
2759,6 Declaration Hill,3184,VIC,11,1048,19
1107,7716 5th Alley,2250,NSW,5,1049,97
140,10 Pennsylvania Hill,2118,NSW,11,1050,6
686,2330 Huxley Crossing,2570,NSW,10,1051,62
2775,5811 Hanson Lane,2260,NSW,7,1052,66
1880,7 Main Crossing,2065,NSW,12,1053,35
